title,link,text,clean_text,word_count,topic
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,Microfluidic Device for Studying Nematodes,Microfluidic Device for Studying Nematodes,4,7
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,8,7
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration","Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",13,7
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,10,5
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,10,7
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,15,-1
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,11,7
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,12,7
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,11,7
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,9,7
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,15,7
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,7,7
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,Spaceflight Induces Strength Decline in Caenorhabditis elegans,Spaceflight Induces Strength Decline in Caenorhabditis elegans,6,7
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,9,0
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,8,2
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,12,0
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,10,-1
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,New perspectives on viable microbial communities in low-biomass cleanroom environments,New perspectives on viable microbial communities in low-biomass cleanroom environments,8,0
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Microbial existence in controlled habitats and their resistance to space conditions,Microbial existence in controlled habitats and their resistance to space conditions,7,0
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,10,0
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station","Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",11,0
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,9,0
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,13,0
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,12,0
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,9,0
Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,Whole metagenome profiles of particulates collected from the International Space Station,Whole metagenome profiles of particulates collected from the International Space Station,8,0
Microbial Characteristics of ISS Environmental Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,Microbial Characteristics of ISS Environmental Surfaces,Microbial Characteristics of ISS Environmental Surfaces,5,0
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.","Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",14,0
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,9,0
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,7,0
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,13,0
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station","Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",12,0
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,10,0
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,16,0
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,Characterization of Aspergillus niger Isolated from the International Space Station,Characterization of Aspergillus niger Isolated from the International Space Station,7,0
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,15,0
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,13,0
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.","International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",10,0
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,10,0
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,12,0
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,11,0
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,8,0
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,13,0
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,9,0
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,9,0
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,10,0
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,9,0
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,8,0
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,9,0
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,9,0
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,13,0
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,"Methylobacterium ajmalii sp. nov., isolated from the International Space Station","Methylobacterium ajmalii sp. nov., isolated from the International Space Station",7,0
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,14,0
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,Advances in Space Microbiology,Advances in Space Microbiology,3,0
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,10,0
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,10,0
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,10,0
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,6,0
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,12,0
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station","Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",14,0
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,10,0
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media","Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",13,0
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,11,0
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,Characterization of metagenome-assembled genomes from the International Space Station.,Characterization of metagenome-assembled genomes from the International Space Station.,6,0
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,10,0
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,12,0
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes","Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",15,0
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station","Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",13,0
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes","Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",15,0
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,17,0
Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,10,0
Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012‚Äì2018).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012‚Äì2018).,Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012‚Äì2018).,8,0
Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/,Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,10,4
Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/,Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,14,4
The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/,The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,10,4
Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/,Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,12,3
Œ±Klotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/,Œ±Klotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,Œ±Klotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,7,3
Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/,Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,10,4
"Transcriptomics, NF-Œ∫B Pathway, and Their Potential Spaceflight-Related Health Consequences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,"Transcriptomics, NF-Œ∫B Pathway, and Their Potential Spaceflight-Related Health Consequences.","Transcriptomics, NF-Œ∫B Pathway, and Their Potential Spaceflight-Related Health Consequences.",7,2
Interplay of space radiation and microgravity in DNA damage and DNA damage response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,Interplay of space radiation and microgravity in DNA damage and DNA damage response.,Interplay of space radiation and microgravity in DNA damage and DNA damage response.,9,4
"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells","Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",12,4
Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/,Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,8,1
Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/,Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,12,1
Mitigation and use of biofilms in space for the benefit of human space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,Mitigation and use of biofilms in space for the benefit of human space exploration,Mitigation and use of biofilms in space for the benefit of human space exploration,8,0
Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,8,0
Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,9,0
Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts‚Äô Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/,Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts‚Äô Health,Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts‚Äô Health,9,-1
"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/,"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane","Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",12,0
Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/,Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,10,0
